place_name,reviewer_name,review_rating,review_date,review_text,local_guide,scraped_at
Parco Lambertenghi,Raffaela Crestani,3,5 years ago,"The park is quite large, with lots of different games, and plenty for the kids to enjoy. There's a large fountain, very useful on hot days, and still good for drinking. The only drawback is the lack of fences, as it's close to busy roads.",False,2026-04-20T21:20:52.593697
Parco Lambertenghi,Antonio Gregorio,4,5 years ago,"Nice and quiet is the place where my company operates. There is a children's playground in front and the schools are on the other side. Furthermore, at the back where there was once a hospital, now stands the university.",False,2026-04-20T21:20:52.619061
Parco Lambertenghi,fed,4,5 years ago,"Remade a few years ago, nice for children and mothers",False,2026-04-20T21:20:55.710886
Parco Lambertenghi,Mohsin Iqbal,5,5 years ago,Compact playground but with various games for children.,False,2026-04-20T21:20:55.735402
Parco Lambertenghi,Niro Heyy,5,5 years ago,A beautiful area as pictured,False,2026-04-20T21:20:57.801965
Parco Lambertenghi,Issa Alhalboni,5,6 years ago,Wonderful and beautiful,False,2026-04-20T21:21:02.945383
Parco Lambertenghi,Mara Bertelli Sanz,5,6 years ago,Home,False,2026-04-20T21:21:06.034222
Parco Lambertenghi,Yoselin,3,6 years ago,"A very sleepy place. My children found it very boring, even though it's very nicely done.",False,2026-04-20T21:21:13.221364
Parco Lambertenghi,Melo Grano,4,6 years ago,"It's improved, almost everything can be found",False,2026-04-20T21:21:21.419511
Parco Lambertenghi,Serhat Tas,4,7 years ago,There is,False,2026-04-20T21:21:28.585913
Parco Lambertenghi,Marco Hardmeier,4,7 years ago,"School with adjacent parks. Parking is limited, but it's easily accessible. Please be aware that some one-way streets have changed.",False,2026-04-20T21:21:28.610528
Parco Lambertenghi,Annamaria13 Corrias,5,7 years ago,Optimal,False,2026-04-20T21:21:33.739388
Parco Lambertenghi,Franciele Crosara,4,7 years ago,Something dirty this week,False,2026-04-20T21:21:42.944820
Parco Lambertenghi,Patrizia “Patri” Arrivabeni,5,7 years ago,"A very well-equipped play area, suitable for preschool and school-age children, easily accessible on foot and with parking available. Highly recommended!",False,2026-04-20T21:21:42.970155
Parco Lambertenghi,Gennaro Caiazzo,2,7 years ago,Well,False,2026-04-20T21:21:44.011635
Parco Lambertenghi,Ric,1,8 years ago,Stink,False,2026-04-20T21:21:46.083808
Parco Lambertenghi,Giacomo Demarchi,3,8 years ago,Comfortable,False,2026-04-20T21:21:50.197204
Parco Lambertenghi,danilo dias,2,8 years ago,Full of drug addicts in the evening,False,2026-04-20T21:21:53.288047
Parco Lambertenghi,Stefano Segala,5,8 years ago,"It's a wonderful school where every child can have fun, they teach very well and there are excellent teachers.",False,2026-04-20T21:21:54.342871
Parco Lambertenghi,Dario Battaglia,3,8 years ago,Nothing exceptional.,False,2026-04-20T21:21:54.371267
Parco Lambertenghi,giuseppe spadaro,4,8 years ago,"Well-equipped gym
The state basketball final was held on December 8th.
My wife and I were there.
My son Alessio was the referee.",False,2026-04-20T21:21:55.419822
Parco Lambertenghi,Fernando Cannavale,4,8 years ago,Nice gym,False,2026-04-20T21:21:57.487826
Parco Lambertenghi,Umberto Pellizzari,4,8 years ago,Okay,False,2026-04-20T21:22:03.640010
Parco Lambertenghi,Studio Legale Morini,5,9 years ago,Excellent school with wonderful sports facilities for students and external clubs.,False,2026-04-20T21:22:06.727847
Parco Lambertenghi,Enrique Sanz Prati,5,9 years ago,Nice neighborhood park,False,2026-04-20T21:22:06.752325
Parco Lambertenghi,Terzah Liceo,5,11 years ago,Be careful of camp kingz,False,2026-04-20T21:22:06.776792
Parco Lambertenghi,Mambo Peter,5,12 years ago,Beautiful park,False,2026-04-20T21:22:06.801362
